1,x1,x1^2,x1^3,y
1.0,0.0014285714285714286,2.040816326530612e-06,2.9154518950437316e-09,-0.05806151071428571
1.0,0.007142857142857143,5.10204081632653e-05,3.6443148688046643e-07,0.4815016689285714
1.0,0.018571428571428572,0.0003448979591836735,6.405247813411079e-06,0.2844870432142857
1.0,0.02,0.0004,8.000000000000001e-06,0.6891261425
1.0,0.02142857142857143,0.0004591836734693878,9.839650145772595e-06,1.122109284285714
1.0,0.027142857142857142,0.000736734693877551,1.9997084548104956e-05,0.6181228714285714
1.0,0.032857142857142856,0.0010795918367346939,3.547230320699708e-05,1.7523946785714286
1.0,0.03428571428571429,0.0011755102040816327,4.030320699708455e-05,1.576523880357143
1.0,0.041428571428571426,0.0017163265306122447,7.110495626822157e-05,1.5479894817857143
1.0,0.047142857142857146,0.002222448979591837,0.0001047725947521866,1.4787376639285714
1.0,0.05142857142857143,0.0026448979591836732,0.00013602332361516034,2.309740051785714
1.0,0.05285714285714286,0.0027938775510204083,0.00014767638483965015,1.9494768410714287
1.0,0.055714285714285716,0.0031040816326530613,0.00017294169096209914,2.0251517821428573
1.0,0.05714285714285714,0.0032653061224489793,0.0001865889212827988,1.9388087864285712
1.0,0.06142857142857143,0.003773469387755102,0.000231798833819242,2.4431799342857143
1.0,0.08142857142857143,0.00663061224489796,0.0005399212827988339,2.2414509867857144
1.0,0.08714285714285715,0.007593877551020409,0.0006617521865889213,2.8145047539285715
1.0,0.09285714285714286,0.008622448979591838,0.000800655976676385,3.0306444935714287
1.0,0.09857142857142857,0.009716326530612246,0.0009577521865889214,3.2484046357142855
1.0,0.11285714285714285,0.012736734693877549,0.0014374314868804661,3.9381633360714283
1.0,0.11428571428571428,0.013061224489795917,0.0014927113702623905,3.6506882803571425
1.0,0.12,0.0144,0.001728,3.4634485475
1.0,0.12571428571428572,0.015804081632653063,0.0019867988338192425,4.027055764642857
1.0,0.12714285714285714,0.01616530612244898,0.0020553032069970845,3.9104298914285716
1.0,0.13857142857142857,0.01920204081632653,0.0026608542274052477,3.7784025857142858
1.0,0.14,0.019600000000000003,0.0027440000000000008,4.4744285075
1.0,0.14285714285714285,0.02040816326530612,0.0029154518950437313,4.202787286071429
1.0,0.15714285714285714,0.024693877551020406,0.0038804664723032065,4.417964688928571
1.0,0.16,0.0256,0.004096000000000001,3.5470024
1.0,0.16142857142857142,0.026059183673469384,0.004206696793002914,3.843830084285714
1.0,0.16428571428571428,0.026989795918367348,0.004434037900874635,3.5151223328571426
1.0,0.16857142857142857,0.028416326530612244,0.004790180758017492,4.564063998214285
1.0,0.18142857142857144,0.03291632653061225,0.005971962099125366,4.132549829285715
1.0,0.19142857142857142,0.03664489795918367,0.007014880466472303,3.588135689285714
1.0,0.1957142857142857,0.03830408163265306,0.0074966559766763835,3.5709169246428574
1.0,0.19857142857142857,0.03943061224489796,0.007829793002915452,4.2506998057142855
1.0,0.20142857142857143,0.0405734693877551,0.008172655976676385,3.2181358317857143
1.0,0.20285714285714285,0.041151020408163264,0.008347778425655976,3.8000359885714285
1.0,0.2257142857142857,0.050946938775510195,0.01149945189504373,2.927407812142857
1.0,0.22714285714285715,0.05159387755102041,0.011719180758017493,2.973030646428571
1.0,0.23142857142857143,0.05355918367346939,0.012395125364431487,2.6580774067857145
1.0,0.24571428571428572,0.060375510204081634,0.014835125364431488,3.0316129021428573
1.0,0.25142857142857145,0.06321632653061225,0.01589439067055394,2.9179114067857146
1.0,0.2542857142857143,0.06466122448979592,0.016442425655976676,2.452200315357143
1.0,0.26857142857142857,0.07213061224489796,0.019372221574344022,2.359508738214285
1.0,0.29,0.0841,0.024388999999999997,2.2199968199999995
1.0,0.30857142857142855,0.09521632653061224,0.02938103790087463,1.520009015714286
1.0,0.32142857142857145,0.10331632653061226,0.03320881924198252,1.3674639792857146
1.0,0.32285714285714284,0.10423673469387754,0.033653574344023315,1.7327229135714286
1.0,0.3242857142857143,0.10516122448979592,0.03410228279883382,1.226227727857143
1.0,0.32571428571428573,0.10608979591836736,0.03455496209912537,1.236963982142857
1.0,0.33,0.10890000000000001,0.035937000000000004,1.2509708224999998
1.0,0.33714285714285713,0.11366530612244898,0.03832144606413994,1.5016618964285715
1.0,0.3385714285714286,0.11463061224489797,0.0388106501457726,0.9712208857142852
1.0,0.3457142857142857,0.11951836734693877,0.041319206997084544,1.3852483171428573
1.0,0.35,0.12249999999999998,0.04287499999999999,1.45587769
1.0,0.3514285714285714,0.12350204081632653,0.04340214577259475,0.6776328292857143
1.0,0.35428571428571426,0.12551836734693875,0.044469364431486864,0.9431191428571428
1.0,0.3585714285714286,0.12857346938775513,0.0461027725947522,1.1899420657142858
1.0,0.36857142857142855,0.13584489795918367,0.05006854810495626,1.2884714582142855
1.0,0.3871428571428571,0.1498795918367347,0.058024813411078714,1.5140307664285715
1.0,0.3942857142857143,0.15546122448979593,0.06129613994169097,1.378630115357143
1.0,0.3985714285714286,0.15885918367346938,0.06331673177842566,1.2281790082142856
1.0,0.40714285714285714,0.16576530612244897,0.06749016034985422,2.0101215889285715
1.0,0.4085714285714286,0.16693061224489797,0.06820307871720117,1.9575594782142853
1.0,0.42,0.17639999999999997,0.07408799999999999,1.6297689550000003
1.0,0.42857142857142855,0.18367346938775508,0.07871720116618075,2.1031281907142856
1.0,0.43,0.18489999999999998,0.079507,1.9447743899999999
1.0,0.43142857142857144,0.18613061224489796,0.08030206413994169,2.2333813142857144
1.0,0.4328571428571429,0.187365306122449,0.08110241107871721,2.736248786071428
1.0,0.4471428571428571,0.19993673469387754,0.08940028279883382,2.9405370089285716
1.0,0.45,0.2025,0.09112500000000001,2.5409102199999998
1.0,0.46,0.2116,0.097336,3.075502125
1.0,0.4614285714285714,0.21291632653061224,0.09824567638483964,3.174412209285714
1.0,0.47,0.22089999999999999,0.10382299999999998,3.3868586374999996
1.0,0.4757142857142857,0.22630408163265306,0.10765608454810495,3.6789016021428567
1.0,0.4785714285714286,0.22903061224489799,0.10960750728862975,3.8175404807142863
1.0,0.48,0.2304,0.110592,3.5463590074999995
1.0,0.4957142857142857,0.2457326530612245,0.12181318658892129,4.194209877142858
1.0,0.49714285714285716,0.24715102040816328,0.1228693644314869,5.023007551428572
1.0,0.5128571428571429,0.26302244897959187,0.13489294169096214,5.205535601071429
1.0,0.5171428571428571,0.2674367346938775,0.13830299708454807,6.3869669389285715
1.0,0.5271428571428571,0.27787959183673466,0.14648224198250728,5.866821061428571
