1,x1,y
1.0,0.0014285714285714286,-0.05806151071428571
1.0,0.007142857142857143,0.4815016689285714
1.0,0.018571428571428572,0.2844870432142857
1.0,0.02,0.6891261425
1.0,0.02142857142857143,1.122109284285714
1.0,0.027142857142857142,0.6181228714285714
1.0,0.032857142857142856,1.7523946785714286
1.0,0.03428571428571429,1.576523880357143
1.0,0.041428571428571426,1.5479894817857143
1.0,0.047142857142857146,1.4787376639285714
1.0,0.05142857142857143,2.309740051785714
1.0,0.05285714285714286,1.9494768410714287
1.0,0.055714285714285716,2.0251517821428573
1.0,0.05714285714285714,1.9388087864285712
1.0,0.06142857142857143,2.4431799342857143
1.0,0.08142857142857143,2.2414509867857144
1.0,0.08714285714285715,2.8145047539285715
1.0,0.09285714285714286,3.0306444935714287
1.0,0.09857142857142857,3.2484046357142855
1.0,0.11285714285714285,3.9381633360714283
1.0,0.11428571428571428,3.6506882803571425
1.0,0.12,3.4634485475
1.0,0.12571428571428572,4.027055764642857
1.0,0.12714285714285714,3.9104298914285716
1.0,0.13857142857142857,3.7784025857142858
1.0,0.14,4.4744285075
1.0,0.14285714285714285,4.202787286071429
1.0,0.15714285714285714,4.417964688928571
1.0,0.16,3.5470024
1.0,0.16142857142857142,3.843830084285714
1.0,0.16428571428571428,3.5151223328571426
1.0,0.16857142857142857,4.564063998214285
1.0,0.18142857142857144,4.132549829285715
1.0,0.19142857142857142,3.588135689285714
1.0,0.1957142857142857,3.5709169246428574
1.0,0.19857142857142857,4.2506998057142855
1.0,0.20142857142857143,3.2181358317857143
1.0,0.20285714285714285,3.8000359885714285
1.0,0.2257142857142857,2.927407812142857
1.0,0.22714285714285715,2.973030646428571
1.0,0.23142857142857143,2.6580774067857145
1.0,0.24571428571428572,3.0316129021428573
1.0,0.25142857142857145,2.9179114067857146
1.0,0.2542857142857143,2.452200315357143
1.0,0.26857142857142857,2.359508738214285
1.0,0.29,2.2199968199999995
1.0,0.30857142857142855,1.520009015714286
1.0,0.32142857142857145,1.3674639792857146
1.0,0.32285714285714284,1.7327229135714286
1.0,0.3242857142857143,1.226227727857143
1.0,0.32571428571428573,1.236963982142857
1.0,0.33,1.2509708224999998
1.0,0.33714285714285713,1.5016618964285715
1.0,0.3385714285714286,0.9712208857142852
1.0,0.3457142857142857,1.3852483171428573
1.0,0.35,1.45587769
1.0,0.3514285714285714,0.6776328292857143
1.0,0.35428571428571426,0.9431191428571428
1.0,0.3585714285714286,1.1899420657142858
1.0,0.36857142857142855,1.2884714582142855
1.0,0.3871428571428571,1.5140307664285715
1.0,0.3942857142857143,1.378630115357143
1.0,0.3985714285714286,1.2281790082142856
1.0,0.40714285714285714,2.0101215889285715
1.0,0.4085714285714286,1.9575594782142853
1.0,0.42,1.6297689550000003
1.0,0.42857142857142855,2.1031281907142856
1.0,0.43,1.9447743899999999
1.0,0.43142857142857144,2.2333813142857144
1.0,0.4328571428571429,2.736248786071428
1.0,0.4471428571428571,2.9405370089285716
1.0,0.45,2.5409102199999998
1.0,0.46,3.075502125
1.0,0.4614285714285714,3.174412209285714
1.0,0.47,3.3868586374999996
1.0,0.4757142857142857,3.6789016021428567
1.0,0.4785714285714286,3.8175404807142863
1.0,0.48,3.5463590074999995
1.0,0.4957142857142857,4.194209877142858
1.0,0.49714285714285716,5.023007551428572
1.0,0.5128571428571429,5.205535601071429
1.0,0.5171428571428571,6.3869669389285715
1.0,0.5271428571428571,5.866821061428571
1.0,0.5457142857142857,6.869560789642858
1.0,0.5485714285714286,6.618682850714286
1.0,0.55,6.46950251
1.0,0.5528571428571428,6.315812666071428
1.0,0.5585714285714286,7.020121243214286
1.0,0.56,6.8746029774999995
1.0,0.5642857142857143,6.359022340357144
1.0,0.5657142857142857,6.677094467142858
1.0,0.5742857142857143,6.437182505357143
1.0,0.58,6.674610307499999
1.0,0.5928571428571429,7.361259018571428
1.0,0.62,7.3325583725
1.0,0.6228571428571429,7.621420828571429
1.0,0.6471428571428571,7.208616623928571
1.0,0.65,7.974424235
1.0,0.6542857142857142,8.066813920357143
1.0,0.6585714285714286,8.154626420714285
1.0,0.6628571428571428,7.302337428571429
1.0,0.6671428571428571,7.6295536664285715
1.0,0.6842857142857143,8.297211412857143
1.0,0.6857142857142857,7.907795964642856
1.0,0.6885714285714286,7.757407565714287
1.0,0.69,7.876061085
1.0,0.6914285714285714,7.855661931785715
1.0,0.7042857142857143,8.348706840357144
1.0,0.7157142857142857,7.978054727142858
1.0,0.7171428571428572,8.192531913928573
1.0,0.7257142857142858,8.547817517142857
1.0,0.7328571428571429,8.286902726071428
1.0,0.7385714285714285,8.939947030714286
1.0,0.7514285714285714,8.993639344285713
1.0,0.76,8.8588947375
1.0,0.7628571428571429,8.686965781071429
1.0,0.7671428571428571,9.091648336428571
1.0,0.7685714285714286,9.075436158214286
1.0,0.77,8.782554735000002
1.0,0.7771428571428571,9.149224753928571
1.0,0.79,9.079178030000001
1.0,0.7914285714285715,9.446223761785713
1.0,0.8014285714285714,9.420690406785715
1.0,0.81,9.27652887
1.0,0.8185714285714286,9.966529570714284
1.0,0.8342857142857143,9.366396217857144
1.0,0.8414285714285714,10.058592081785715
1.0,0.8442857142857143,10.055753835357143
1.0,0.8514285714285714,10.130045689285714
1.0,0.8557142857142858,10.086402122142857
1.0,0.8614285714285714,10.217840774285715
1.0,0.8671428571428571,10.048226161428572
1.0,0.87,10.060608315
1.0,0.8728571428571429,10.030690131071427
1.0,0.8842857142857142,10.208443740357144
1.0,0.8857142857142857,10.482665619642857
1.0,0.8914285714285715,10.680433686785715
1.0,0.8928571428571429,10.784794653571428
1.0,0.9014285714285715,10.645736114285715
1.0,0.9157142857142857,10.604099142142857
1.0,0.92,10.5136674375
1.0,0.9228571428571428,10.713255486071429
1.0,0.9242857142857143,10.805083355357143
1.0,0.9257142857142857,10.738923389642858
1.0,0.9442857142857143,10.974696240357144
1.0,0.9457142857142857,11.480374372142856
1.0,0.9485714285714286,10.962996838214286
1.0,0.9557142857142857,11.463662977142857
1.0,0.9671428571428572,11.84909644892857
1.0,0.9828571428571429,12.21728914357143
1.0,0.99,12.0940583225
1.0,0.9928571428571429,11.906255318571429
