y,x
3.3252007975850333,0.3745401188473625
4.00911358666974,0.9507143064099162
4.320083780031494,0.7319939418114051
4.101939083134503,0.5986584841970366
2.9699418250716114,0.15601864044243652
3.2303766636178173,0.15599452033620265
2.86217010769495,0.05808361216819946
4.695030404051557,0.8661761457749352
3.7677046736286983,0.6011150117432088
3.2397009777321184,0.7080725777960455
2.5662703453057985,0.020584494295802447
4.82861847398654,0.9699098521619943
4.516896020598741,0.8324426408004217
2.1924734887855357,0.21233911067827616
2.2140341478136203,0.18182496720710062
3.285087701300036,0.18340450985343382
3.040828030470516,0.3042422429595377
3.9526414277669066,0.5247564316322378
3.39402173467052,0.43194501864211576
3.042950920242977,0.2912291401980419
4.298774139793947,0.6118528947223795
2.390712287521417,0.13949386065204183
3.078422009808537,0.29214464853521815
2.9847669638817083,0.3663618432936917
3.222926846826432,0.45606998421703593
4.108353841748214,0.7851759613930136
2.9102513412127555,0.19967378215835974
3.34621178520229,0.5142344384136116
4.408914484941866,0.5924145688620425
1.968822380690242,0.046450412719997725
3.725426307672916,0.6075448519014384
2.506444780081141,0.17052412368729153
3.186117924640065,0.06505159298527952
4.77049123138912,0.9488855372533332
5.2300023524207155,0.9656320330745594
3.5782131837726663,0.8083973481164611
3.195059555868056,0.3046137691733707
2.988995682827678,0.09767211400638387
4.051724560918104,0.6842330265121569
3.933121421881679,0.4401524937396013
2.346451362061761,0.12203823484477883
4.242615995370965,0.4951769101112702
3.535420364597671,0.034388521115218396
4.391881724977125,0.9093204020787821
2.7241986932996562,0.2587799816000169
4.682997949443806,0.662522284353982
3.869063763088884,0.31171107608941095
3.3387400393678925,0.5200680211778108
3.4566822898102707,0.5467102793432796
2.621243834383564,0.18485445552552704
4.051736313894258,0.9695846277645586
3.7785060851606866,0.7751328233611146
4.146676970534439,0.9394989415641891
4.153169593517058,0.8948273504276488
3.777407503334322,0.5978999788110851
4.721792953826052,0.9218742350231168
3.296481501536837,0.0884925020519195
2.2907801356784674,0.1959828624191452
2.905229421514637,0.045227288910538066
3.0063314047954064,0.32533033076326434
3.2469613693974884,0.388677289689482
3.3157823255180414,0.2713490317738959
3.8104827620986743,0.8287375091519293
3.3830881898259983,0.3567533266935893
3.0855623783249797,0.28093450968738076
3.9029658398996956,0.5426960831582485
2.7968948843908152,0.14092422497476265
5.533142521840547,0.8021969807540397
2.167506617073769,0.07455064367977082
4.5017188640003845,0.9868869366005173
3.9190416600292606,0.7722447692966574
2.5190506442553033,0.1987156815341724
1.995111729155747,0.005522117123602399
4.933161836690861,0.8154614284548342
4.7773954836139705,0.7068573438476171
3.83714477322773,0.7290071680409873
3.8119980801627493,0.7712703466859457
2.7208194075284275,0.07404465173409036
2.920052799220196,0.3584657285442726
2.9061385576905794,0.11586905952512971
4.5592200751146335,0.8631034258755935
3.100373259570279,0.6232981268275579
3.9009976627966534,0.3308980248526492
3.3568347122628195,0.06355835028602363
2.771061459046962,0.3109823217156622
2.9191075250988754,0.32518332202674705
4.266948141207612,0.7296061783380641
4.061122073381545,0.6375574713552131
4.847303992777231,0.8872127425763265
4.485639582288048,0.4722149251619493
2.5105120010987294,0.1195942459383017
3.6839633457882606,0.713244787222995
3.51230300753498,0.7607850486168974
3.3377279739527808,0.5612771975694962
4.210854463449504,0.770967179954561
4.431767922669871,0.49379559636439074
3.3480264239368993,0.5227328293819941
3.480746521715823,0.42754101835854963
2.3553363688238615,0.02541912674409519
3.163925204207303,0.10789142699330445
3.642039177153646,0.03142918568673425
3.6255916416992906,0.6364104112637804
2.8411702314317058,0.3143559810763267
4.093507166446293,0.5085706911647028
4.909861929628388,0.907566473926093
3.8465842357402042,0.24929222914887494
3.617921400252056,0.41038292303562973
4.009231800964092,0.7555511385430487
3.1673228290752107,0.22879816549162246
3.0468015648634363,0.07697990982879299
3.434619722883102,0.289751452913768
2.95669023368866,0.16122128725400442
5.15758147565101,0.9296976523425731
4.904948744133878,0.808120379564417
4.574588886794823,0.6334037565104235
4.803006419264116,0.8714605901877177
4.225621152089359,0.8036720768991145
2.8397819904317507,0.18657005888603584
5.1346519794791226,0.8925589984899778
3.2398877692955086,0.5393422419156507
4.502937042346606,0.8074401551640625
4.343558843645052,0.8960912999234932
3.1093810988970683,0.3180034749718639
3.2143557426228413,0.11005192452767676
2.9653874403648053,0.22793516254194168
3.390987745643715,0.4271077886262563
3.6651088443162734,0.8180147659224931
4.824953241154469,0.8607305832563434
2.6401224168985142,0.006952130531190703
4.658495618096644,0.5107473025775657
3.1896383903954466,0.417411003148779
2.964844690008795,0.22210781047073025
2.7243552601895846,0.1198653673336828
3.932764568390807,0.33761517140362796
4.609626493587822,0.9429097039125192
3.2475180929370575,0.32320293202075523
3.9009248092166846,0.5187906217433661
4.150851958816124,0.7030189588951778
2.9858571986729707,0.363629602379294
4.826500203251555,0.9717820827209607
5.242934112285163,0.9624472949421112
2.4161980898578803,0.25178229582536416
3.6096061018044017,0.49724850589238545
2.7021353670723376,0.30087830981676966
3.60962455040609,0.2848404943774676
1.6306239159944442,0.036886947354532795
3.5444499113139476,0.6095643339798968
3.7453034956044142,0.5026790232288615
3.2114588927421432,0.05147875124998935
2.9637410300550346,0.27864646423661144
4.2930649515700345,0.9082658859666537
3.839483261387726,0.23956189066697242
1.9382302300199354,0.1448948720912231
2.4242289223838664,0.489452760277563
4.984133360303169,0.9856504541106007
2.6541110666024452,0.2420552715115004
3.46972245994934,0.6721355474058786
4.55822726197147,0.7616196153287176
3.0159942168665985,0.23763754399239967
3.8385015561612845,0.7282163486118596
2.5793056324626855,0.3677831327192532
